Query Sequence ID,Subject sequence ID
TCONS_00032615,sp|O43805|SSNA1_HUMAN
TCONS_00032616,sp|O43805|SSNA1_HUMAN
TCONS_00032671,sp|Q4KMQ1|TPRN_HUMAN
TCONS_00032673,sp|Q969S6|TM203_HUMAN
TCONS_00032674,sp|Q969S6|TM203_HUMAN
TCONS_00032618,sp|P13716|HEM2_HUMAN
TCONS_00032619,sp|P13716|HEM2_HUMAN
TCONS_00032620,sp|P13716|HEM2_HUMAN
TCONS_00032621,sp|P20594|ANPRB_HUMAN
TCONS_00032622,sp|P20382|MCH_HUMAN
TCONS_00032675,sp|P14635|CCNB1_HUMAN
TCONS_00032623,sp|O76080|ZFAN5_HUMAN
TCONS_00032624,sp|Q8TDI7|TMC2_HUMAN
TCONS_00032676,sp|O95361|TRI16_HUMAN
TCONS_00032708,sp|O60266|ADCY3_HUMAN
TCONS_00032710,sp|O60266|ADCY3_HUMAN
TCONS_00032712,sp|O60266|ADCY3_HUMAN
TCONS_00032713,sp|Q9HCU5|PREB_HUMAN
TCONS_00032714,sp|Q9HCU5|PREB_HUMAN
TCONS_00032718,sp|Q9P003|CNIH4_HUMAN
TCONS_00032719,sp|Q9P003|CNIH4_HUMAN
TCONS_00032681,sp|A2VEC9|SSPO_HUMAN
TCONS_00032721,sp|O00253|AGRP_HUMAN
TCONS_00032723,sp|P57768|SNX16_HUMAN
TCONS_00032724,sp|P57768|SNX16_HUMAN
TCONS_00032684,sp|O43353|RIPK2_HUMAN
TCONS_00032685,sp|Q9UM01|YLAT1_HUMAN
TCONS_00032725,sp|Q9UFE4|CCD39_HUMAN
TCONS_00032726,sp|Q96GG9|DCNL1_HUMAN
TCONS_00032687,sp|Q96GG9|DCNL1_HUMAN
TCONS_00032689,sp|Q8NE22|SETD9_HUMAN
TCONS_00032691,sp|Q14240|IF4A2_HUMAN
TCONS_00032694,sp|Q14240|IF4A2_HUMAN
TCONS_00032695,sp|Q14240|IF4A2_HUMAN
TCONS_00032696,sp|Q14240|IF4A2_HUMAN
TCONS_00032727,sp|Q9BYG0|B3GN5_HUMAN
TCONS_00032729,sp|Q9BYG0|B3GN5_HUMAN
TCONS_00032735,sp|Q9BZK7|TBL1R_HUMAN
TCONS_00032698,sp|Q9Y691|KCMB2_HUMAN
TCONS_00032699,sp|Q9Y691|KCMB2_HUMAN
TCONS_00032700,sp|P42336|PK3CA_HUMAN
TCONS_00032702,sp|P42336|PK3CA_HUMAN
TCONS_00032738,sp|Q9NPA1|KCMB3_HUMAN
TCONS_00032704,sp|Q8NHS3|MFSD8_HUMAN
TCONS_00032739,sp|P54753|EPHB3_HUMAN
TCONS_00032764,sp|Q9UBY9|HSPB7_HUMAN
TCONS_00032765,sp|P05186|PPBT_HUMAN
TCONS_00032766,sp|P05186|PPBT_HUMAN
TCONS_00032774,sp|Q04637|IF4G1_HUMAN
TCONS_00032775,sp|Q04637|IF4G1_HUMAN
TCONS_00032776,sp|Q04637|IF4G1_HUMAN
TCONS_00032792,sp|Q04637|IF4G1_HUMAN
TCONS_00032793,sp|Q04637|IF4G1_HUMAN
TCONS_00032805,sp|Q13200|PSMD2_HUMAN
TCONS_00032743,sp|Q9NQE7|TSSP_HUMAN
TCONS_00032744,sp|Q9NQE7|TSSP_HUMAN
TCONS_00032746,sp|P07093|GDN_HUMAN
TCONS_00032747,sp|P07093|GDN_HUMAN
TCONS_00032748,sp|Q8IWB7|WDFY1_HUMAN
TCONS_00032806,sp|A0PJE2|DHR12_HUMAN
TCONS_00032749,sp|P56377|AP1S2_HUMAN
TCONS_00032808,sp|P13521|SCG2_HUMAN
TCONS_00032809,sp|Q8WWG9|KCNE4_HUMAN
TCONS_00032810,sp|O95573|ACSL3_HUMAN
TCONS_00032751,sp|Q9NSD9|SYFB_HUMAN
TCONS_00032752,sp|Q9NSD9|SYFB_HUMAN
TCONS_00032811,sp|Q8IWX5|SGPP2_HUMAN
TCONS_00032753,sp|P23760|PAX3_HUMAN
TCONS_00032756,sp|P23760|PAX3_HUMAN
TCONS_00032758,sp|P23760|PAX3_HUMAN
TCONS_00032763,sp|P23760|PAX3_HUMAN
TCONS_00032817,sp|Q9NV92|NFIP2_HUMAN
TCONS_00032819,sp|O43597|SPY2_HUMAN
TCONS_00032820,sp|O43597|SPY2_HUMAN
TCONS_00032818,sp|Q96PX8|SLIK1_HUMAN
TCONS_00032833,sp|Q08174|PCDH1_HUMAN
TCONS_00032838,sp|Q08174|PCDH1_HUMAN
TCONS_00032840,sp|Q08174|PCDH1_HUMAN
TCONS_00032844,sp|Q08174|PCDH1_HUMAN
TCONS_00032846,sp|Q08174|PCDH1_HUMAN
TCONS_00032860,sp|Q9P0M9|RM27_HUMAN
TCONS_00032861,sp|Q9P0M9|RM27_HUMAN
TCONS_00032849,sp|Q96AY2|EME1_HUMAN
TCONS_00032852,sp|Q96AY2|EME1_HUMAN
TCONS_00032853,sp|Q96AY2|EME1_HUMAN
TCONS_00032855,sp|Q96AY2|EME1_HUMAN
TCONS_00032862,sp|Q9NS85|CAH10_HUMAN
TCONS_00032870,sp|Q9HAT8|PELI2_HUMAN
TCONS_00032872,sp|Q9HAT8|PELI2_HUMAN
TCONS_00032873,sp|Q9HAT8|PELI2_HUMAN
TCONS_00032876,sp|P62330|ARF6_HUMAN
TCONS_00032863,sp|Q86UA1|PRP39_HUMAN
TCONS_00032864,sp|Q86UA1|PRP39_HUMAN
TCONS_00032865,sp|Q86UA1|PRP39_HUMAN
TCONS_00032866,sp|Q86UA1|PRP39_HUMAN
TCONS_00032867,sp|Q86UA1|PRP39_HUMAN
TCONS_00032868,sp|P35544|UBIM_HUMAN
TCONS_00032878,sp|Q00688|FKBP3_HUMAN
TCONS_00032880,sp|Q7Z553|MDGA2_HUMAN
TCONS_00032923,sp|Q15084|PDIA6_HUMAN
TCONS_00032885,sp|Q9H3M0|KCNF1_HUMAN
TCONS_00032927,sp|P02750|A2GL_HUMAN
TCONS_00032929,sp|O75116|ROCK2_HUMAN
TCONS_00032930,sp|O75116|ROCK2_HUMAN
TCONS_00032931,sp|O75116|ROCK2_HUMAN
TCONS_00032932,sp|O75116|ROCK2_HUMAN
TCONS_00032933,sp|O75116|ROCK2_HUMAN
TCONS_00032934,sp|O75116|ROCK2_HUMAN
TCONS_00032937,sp|O75116|ROCK2_HUMAN
TCONS_00032940,sp|A7XYQ1|SOBP_HUMAN
TCONS_00032941,sp|A7XYQ1|SOBP_HUMAN
TCONS_00032942,sp|A7XYQ1|SOBP_HUMAN
TCONS_00032943,sp|A7XYQ1|SOBP_HUMAN
TCONS_00032886,sp|Q8WWV3|RT4I1_HUMAN
TCONS_00032887,sp|Q8WWV3|RT4I1_HUMAN
TCONS_00032945,sp|Q9Y4K1|AIM1_HUMAN
TCONS_00032948,sp|Q96G30|MRAP2_HUMAN
TCONS_00032888,sp|Q5TAB7|RIPP2_HUMAN
TCONS_00032949,sp|P81133|SIM1_HUMAN
TCONS_00032950,sp|P81133|SIM1_HUMAN
TCONS_00032889,sp|Q8IUL8|CILP2_HUMAN
TCONS_00032890,sp|Q8IUL8|CILP2_HUMAN
TCONS_00032891,sp|Q8IUL8|CILP2_HUMAN
TCONS_00032892,sp|Q13002|GRIK2_HUMAN
TCONS_00032895,sp|Q13002|GRIK2_HUMAN
TCONS_00032952,sp|Q6ZN17|LN28B_HUMAN
TCONS_00032953,sp|P48147|PPCE_HUMAN
TCONS_00032954,sp|P48147|PPCE_HUMAN
TCONS_00032896,sp|O75626|PRDM1_HUMAN
TCONS_00032897,sp|O75626|PRDM1_HUMAN
TCONS_00032900,sp|Q6UX68|XKR5_HUMAN
TCONS_00032901,sp|Q6UX68|XKR5_HUMAN
TCONS_00032904,sp|Q15035|TRAM2_HUMAN
TCONS_00032905,sp|Q15035|TRAM2_HUMAN
TCONS_00032956,sp|Q5JVL4|EFHC1_HUMAN
TCONS_00032957,sp|Q9H8M9|EVA1A_HUMAN
TCONS_00032958,sp|P58658|EVA1C_HUMAN
TCONS_00032961,sp|Q9H8M9|EVA1A_HUMAN
TCONS_00032962,sp|P58658|EVA1C_HUMAN
TCONS_00032907,sp|P49406|RM19_HUMAN
TCONS_00032909,sp|P04198|MYCN_HUMAN
TCONS_00032910,sp|P04198|MYCN_HUMAN
TCONS_00032911,sp|Q96DM1|PGBD4_HUMAN
TCONS_00032963,sp|Q6IN85|P4R3A_HUMAN
TCONS_00032964,sp|Q6IN85|P4R3A_HUMAN
TCONS_00032966,sp|P84090|ERH_HUMAN
TCONS_00032967,sp|O95428|PPN_HUMAN
TCONS_00032918,sp|Q9ULL1|PKHG1_HUMAN
TCONS_00032920,sp|P17987|TCPA_HUMAN
TCONS_00032968,sp|Q9BWD1|THIC_HUMAN
TCONS_00032969,sp|Q9BWD1|THIC_HUMAN
TCONS_00032982,sp|P09848|LPH_HUMAN
TCONS_00032983,sp|P09848|LPH_HUMAN
TCONS_00032976,sp|P56524|HDAC4_HUMAN
TCONS_00032978,sp|P56524|HDAC4_HUMAN
TCONS_00032980,sp|P56524|HDAC4_HUMAN
TCONS_00032984,sp|Q8WVJ9|TWST2_HUMAN
TCONS_00032985,sp|Q7RTS3|PTF1A_HUMAN
TCONS_00032986,sp|Q9Y576|ASB1_HUMAN
TCONS_00032988,sp|Q8TDR0|MIPT3_HUMAN
TCONS_00032989,sp|Q8TDR0|MIPT3_HUMAN
TCONS_00032990,sp|Q8TDR0|MIPT3_HUMAN
TCONS_00032991,sp|Q8TDR0|MIPT3_HUMAN
TCONS_00032993,sp|Q8TDR0|MIPT3_HUMAN
TCONS_00032997,sp|Q8TDR0|MIPT3_HUMAN
TCONS_00032981,sp|Q8TD06|AGR3_HUMAN
TCONS_00032999,sp|P78563|RED1_HUMAN
TCONS_00033000,sp|P82979|SARNP_HUMAN
TCONS_00033001,sp|Q9H9L4|KANL2_HUMAN
TCONS_00033004,sp|O60563|CCNT1_HUMAN
TCONS_00033005,sp|Q9H9L4|KANL2_HUMAN
TCONS_00033008,sp|Q9H9L4|KANL2_HUMAN
TCONS_00033011,sp|Q9HCH0|NCK5L_HUMAN
TCONS_00033012,sp|Q9HCH0|NCK5L_HUMAN
TCONS_00033037,sp|P55061|BI1_HUMAN
TCONS_00033040,sp|P55061|BI1_HUMAN
TCONS_00033044,sp|O14595|CTDS2_HUMAN
TCONS_00033045,sp|O14595|CTDS2_HUMAN
TCONS_00033046,sp|O14595|CTDS2_HUMAN
TCONS_00033047,sp|O14595|CTDS2_HUMAN
TCONS_00033048,sp|O14595|CTDS2_HUMAN
TCONS_00033050,sp|P49281|NRAM2_HUMAN
TCONS_00033052,sp|Q86YJ5|MARH9_HUMAN
TCONS_00033017,sp|P40967|PMEL_HUMAN
TCONS_00033053,sp|P68363|TBA1B_HUMAN
TCONS_00033055,sp|Q9BQE3|TBA1C_HUMAN
TCONS_00033018,sp|O95361|TRI16_HUMAN
TCONS_00033019,sp|Q71U36|TBA1A_HUMAN
TCONS_00033056,sp|Q12999|TSN31_HUMAN
TCONS_00033020,sp|Q96P47|AGAP3_HUMAN
TCONS_00033021,sp|Q96P47|AGAP3_HUMAN
TCONS_00033022,sp|Q96P47|AGAP3_HUMAN
TCONS_00033024,sp|Q99490|AGAP2_HUMAN
TCONS_00033025,sp|Q96P47|AGAP3_HUMAN
TCONS_00033026,sp|Q96P47|AGAP3_HUMAN
TCONS_00033027,sp|Q96P47|AGAP3_HUMAN
TCONS_00033028,sp|Q96P47|AGAP3_HUMAN
TCONS_00033029,sp|Q96P47|AGAP3_HUMAN
TCONS_00033030,sp|Q96P47|AGAP3_HUMAN
TCONS_00033033,sp|O15060|ZBT39_HUMAN
TCONS_00033058,sp|O15218|GP182_HUMAN
TCONS_00033059,sp|Q8TBX8|PI42C_HUMAN
TCONS_00033060,sp|Q8TBX8|PI42C_HUMAN
TCONS_00033062,sp|P24592|IBP6_HUMAN
TCONS_00033063,sp|P24592|IBP6_HUMAN
TCONS_00033064,sp|P24592|IBP6_HUMAN
TCONS_00033036,sp|Q8NCJ5|SPRY3_HUMAN
TCONS_00033066,sp|A6NFU0|F187A_HUMAN
TCONS_00033067,sp|Q9UHB6|LIMA1_HUMAN
TCONS_00033068,sp|Q9UHB6|LIMA1_HUMAN
TCONS_00033106,sp|Q9UH65|SWP70_HUMAN
TCONS_00033073,sp|Q01432|AMPD3_HUMAN
TCONS_00033075,sp|Q01432|AMPD3_HUMAN
TCONS_00033078,sp|Q8WVD5|RN141_HUMAN
TCONS_00033082,sp|Q9UBM8|MGT4C_HUMAN
TCONS_00033084,sp|Q9UBM8|MGT4C_HUMAN
TCONS_00033087,sp|Q9UBM8|MGT4C_HUMAN
TCONS_00033088,sp|Q969J3|L12R1_HUMAN
TCONS_00033089,sp|Q969J3|L12R1_HUMAN
TCONS_00033090,sp|Q8NDV3|SMC1B_HUMAN
TCONS_00033092,sp|P48052|CBPA2_HUMAN
TCONS_00033093,sp|Q86YQ8|CPNE8_HUMAN
TCONS_00033094,sp|Q7Z4S6|KI21A_HUMAN
TCONS_00033095,sp|O75037|KI21B_HUMAN
TCONS_00033096,sp|O75037|KI21B_HUMAN
TCONS_00033097,sp|Q7Z4S6|KI21A_HUMAN
TCONS_00033098,sp|O75037|KI21B_HUMAN
TCONS_00033099,sp|Q7Z4S6|KI21A_HUMAN
TCONS_00033100,sp|Q7Z4S6|KI21A_HUMAN
TCONS_00033101,sp|O75037|KI21B_HUMAN
TCONS_00033110,sp|Q7Z5N4|SDK1_HUMAN
TCONS_00033117,sp|Q07352|TISB_HUMAN
TCONS_00033111,sp|Q9ULM0|PKHH1_HUMAN
TCONS_00033113,sp|Q9BQT8|ODC_HUMAN
TCONS_00033119,sp|P55771|PAX9_HUMAN
TCONS_00033121,sp|P55771|PAX9_HUMAN
TCONS_00033122,sp|P55771|PAX9_HUMAN
TCONS_00033115,sp|O15522|NKX28_HUMAN
TCONS_00033116,sp|P43699|NKX21_HUMAN
TCONS_00033131,sp|Q9HCJ0|TNR6C_HUMAN
TCONS_00033134,sp|Q9HCJ0|TNR6C_HUMAN
TCONS_00033135,sp|Q9HCJ0|TNR6C_HUMAN
TCONS_00033136,sp|Q9HCJ0|TNR6C_HUMAN
TCONS_00033150,sp|Q9HCJ0|TNR6C_HUMAN
TCONS_00033153,sp|O43670|ZN207_HUMAN
TCONS_00033154,sp|O43670|ZN207_HUMAN
TCONS_00033155,sp|O43670|ZN207_HUMAN
TCONS_00033156,sp|O43670|ZN207_HUMAN
TCONS_00033157,sp|O43670|ZN207_HUMAN
TCONS_00033159,sp|O43670|ZN207_HUMAN
TCONS_00033162,sp|P58872|RHBL3_HUMAN
TCONS_00033164,sp|P58872|RHBL3_HUMAN
TCONS_00033165,sp|P58872|RHBL3_HUMAN
TCONS_00033166,sp|P58872|RHBL3_HUMAN
TCONS_00033167,sp|Q8IXI2|MIRO1_HUMAN
TCONS_00033168,sp|Q8IXI2|MIRO1_HUMAN
TCONS_00033169,sp|Q9NPF8|ADAP2_HUMAN
TCONS_00033170,sp|Q9NPF8|ADAP2_HUMAN
TCONS_00033137,sp|Q96QE5|TEFM_HUMAN
TCONS_00033138,sp|Q96QE5|TEFM_HUMAN
TCONS_00033171,sp|Q96QE3|ATAD5_HUMAN
TCONS_00033174,sp|Q96QE3|ATAD5_HUMAN
TCONS_00033175,sp|Q96QE3|ATAD5_HUMAN
TCONS_00033176,sp|Q96QE3|ATAD5_HUMAN
TCONS_00033182,sp|Q9H4I8|SEHL2_HUMAN
TCONS_00033140,sp|P02144|MYG_HUMAN
TCONS_00033183,sp|Q9NSP4|CENPM_HUMAN
TCONS_00033184,sp|Q9Y383|LC7L2_HUMAN
TCONS_00033185,sp|Q9Y383|LC7L2_HUMAN
TCONS_00033186,sp|Q9Y383|LC7L2_HUMAN
TCONS_00033143,sp|Q9H4I9|EMRE_HUMAN
TCONS_00033187,sp|Q9H2D6|TARA_HUMAN
TCONS_00033188,sp|Q9H2D6|TARA_HUMAN
TCONS_00033144,sp|Q14500|KCJ12_HUMAN
TCONS_00033145,sp|P56693|SOX10_HUMAN
TCONS_00033146,sp|O75792|RNH2A_HUMAN
TCONS_00033147,sp|O75792|RNH2A_HUMAN
TCONS_00033190,sp|A6NKG5|RTL1_HUMAN
TCONS_00033191,sp|A6NKG5|RTL1_HUMAN
TCONS_00033213,sp|Q8WXC6|MYOV2_HUMAN
TCONS_00033214,sp|Q8NHW6|OTOSP_HUMAN
TCONS_00033192,sp|P05090|APOD_HUMAN
TCONS_00033217,sp|Q96F44|TRI11_HUMAN
TCONS_00033221,sp|Q5T5U3|RHG21_HUMAN
TCONS_00033222,sp|Q5T5U3|RHG21_HUMAN
TCONS_00033223,sp|Q5T5U3|RHG21_HUMAN
TCONS_00033226,sp|Q5T5U3|RHG21_HUMAN
TCONS_00033230,sp|Q5T5U3|RHG21_HUMAN
TCONS_00033231,sp|Q9NRG1|PRDC1_HUMAN
TCONS_00033232,sp|Q9NRG1|PRDC1_HUMAN
TCONS_00033233,sp|Q9NRG1|PRDC1_HUMAN
TCONS_00033234,sp|Q8TC29|ENKUR_HUMAN
TCONS_00033194,sp|Q8IYQ7|THNS1_HUMAN
TCONS_00033197,sp|Q3KNS1|PTHD3_HUMAN
TCONS_00033198,sp|Q5T848|GP158_HUMAN
TCONS_00033200,sp|Q5T848|GP158_HUMAN
TCONS_00033236,sp|P84098|RL19_HUMAN
TCONS_00033201,sp|P27216|ANX13_HUMAN
TCONS_00033203,sp|P27216|ANX13_HUMAN
TCONS_00033204,sp|Q9BWC9|CC106_HUMAN
TCONS_00033208,sp|Q8NEV4|MYO3A_HUMAN
TCONS_00033209,sp|Q8NEV4|MYO3A_HUMAN
TCONS_00033239,sp|Q96L96|ALPK3_HUMAN
TCONS_00033240,sp|Q96L96|ALPK3_HUMAN
TCONS_00033242,sp|Q96L96|ALPK3_HUMAN
TCONS_00033243,sp|P67812|SC11A_HUMAN
TCONS_00033244,sp|P08949|NMB_HUMAN
TCONS_00033245,sp|O60637|TSN3_HUMAN
TCONS_00033250,sp|O43586|PPIP1_HUMAN
TCONS_00033251,sp|O43586|PPIP1_HUMAN
TCONS_00033252,sp|O43586|PPIP1_HUMAN
TCONS_00033257,sp|Q96A47|ISL2_HUMAN
TCONS_00033259,sp|Q2M3C6|CO027_HUMAN
TCONS_00033260,sp|Q2M3C6|CO027_HUMAN
TCONS_00033261,sp|Q2M3C6|CO027_HUMAN
TCONS_00033262,sp|Q2M3C6|CO027_HUMAN
TCONS_00033264,sp|Q8NEZ5|FBX22_HUMAN
TCONS_00033265,sp|Q8NEZ5|FBX22_HUMAN
TCONS_00033266,sp|P67936|TPM4_HUMAN
TCONS_00033267,sp|P09493|TPM1_HUMAN
TCONS_00033268,sp|P67936|TPM4_HUMAN
TCONS_00033269,sp|P09493|TPM1_HUMAN
TCONS_00033270,sp|P06753|TPM3_HUMAN
TCONS_00033271,sp|P09493|TPM1_HUMAN
TCONS_00033274,sp|Q9Y4G6|TLN2_HUMAN
TCONS_00033281,sp|Q9NUL7|DDX28_HUMAN
TCONS_00033248,sp|Q12968|NFAC3_HUMAN
TCONS_00033282,sp|Q6NXG1|ESRP1_HUMAN
TCONS_00033283,sp|Q6NXG1|ESRP1_HUMAN
TCONS_00033284,sp|Q6NXG1|ESRP1_HUMAN
TCONS_00033285,sp|Q6NXG1|ESRP1_HUMAN
TCONS_00033286,sp|Q6NXG1|ESRP1_HUMAN
TCONS_00033287,sp|Q6NXG1|ESRP1_HUMAN
TCONS_00033324,sp|A2RRP1|NBAS_HUMAN
TCONS_00033325,sp|A2RRP1|NBAS_HUMAN
TCONS_00033290,sp|Q92499|DDX1_HUMAN
TCONS_00033291,sp|Q92499|DDX1_HUMAN
TCONS_00033292,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033293,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033294,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033295,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033297,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033298,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033299,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033300,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033301,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033302,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033303,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033304,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033305,sp|Q9NZM3|ITSN2_HUMAN
TCONS_00033327,sp|O15228|GNPAT_HUMAN
TCONS_00033328,sp|O15228|GNPAT_HUMAN
TCONS_00033330,sp|Q14693|LPIN1_HUMAN
TCONS_00033306,sp|Q9NW75|GPTC2_HUMAN
TCONS_00033308,sp|Q9NW75|GPTC2_HUMAN
TCONS_00033310,sp|Q9NW75|GPTC2_HUMAN
TCONS_00033313,sp|P62508|ERR3_HUMAN
TCONS_00033315,sp|P62508|ERR3_HUMAN
TCONS_00033319,sp|O75445|USH2A_HUMAN
TCONS_00033320,sp|O75445|USH2A_HUMAN
TCONS_00033332,sp|Q9UHY8|FEZ2_HUMAN
TCONS_00033333,sp|Q9UHY8|FEZ2_HUMAN
TCONS_00033334,sp|Q99689|FEZ1_HUMAN
TCONS_00033335,sp|Q99689|FEZ1_HUMAN
TCONS_00033336,sp|Q99689|FEZ1_HUMAN
TCONS_00033337,sp|Q9UHY8|FEZ2_HUMAN
TCONS_00033342,sp|Q9H7D7|WDR26_HUMAN
TCONS_00033344,sp|O60266|ADCY3_HUMAN
TCONS_00033345,sp|O60266|ADCY3_HUMAN
TCONS_00033323,sp|P17050|NAGAB_HUMAN
TCONS_00033376,sp|Q00973|B4GN1_HUMAN
TCONS_00033377,sp|Q00973|B4GN1_HUMAN
TCONS_00033349,sp|Q9NS00|C1GLT_HUMAN
TCONS_00033352,sp|Q9NS00|C1GLT_HUMAN
TCONS_00033354,sp|Q9NS00|C1GLT_HUMAN
TCONS_00033355,sp|Q9NS00|C1GLT_HUMAN
TCONS_00033356,sp|Q9NS00|C1GLT_HUMAN
TCONS_00033381,sp|Q96PM9|Z385A_HUMAN
TCONS_00033383,sp|Q96PM9|Z385A_HUMAN
TCONS_00033385,sp|Q96PM9|Z385A_HUMAN
TCONS_00033357,sp|O15392|BIRC5_HUMAN
TCONS_00033386,sp|Q9HD90|NDF4_HUMAN
TCONS_00033359,sp|P60660|MYL6_HUMAN
TCONS_00033361,sp|P60660|MYL6_HUMAN
TCONS_00033363,sp|P60660|MYL6_HUMAN
TCONS_00033364,sp|P60660|MYL6_HUMAN
TCONS_00033367,sp|P60660|MYL6_HUMAN
TCONS_00033387,sp|Q86Z23|C1QL4_HUMAN
TCONS_00033368,sp|Q9P0T7|TMEM9_HUMAN
TCONS_00033369,sp|Q9P0T7|TMEM9_HUMAN
TCONS_00033371,sp|Q9P0T7|TMEM9_HUMAN
TCONS_00033372,sp|Q13698|CAC1S_HUMAN
TCONS_00033389,sp|Q14683|SMC1A_HUMAN
TCONS_00033375,sp|Q8N443|RIBC1_HUMAN
TCONS_00033393,sp|P32004|L1CAM_HUMAN
TCONS_00033402,sp|Q9UHF7|TRPS1_HUMAN
TCONS_00033406,sp|Q9UHF7|TRPS1_HUMAN
TCONS_00033408,sp|Q13277|STX3_HUMAN
TCONS_00033412,sp|Q9Y2K7|KDM2A_HUMAN
TCONS_00033417,sp|Q9Y2K7|KDM2A_HUMAN
TCONS_00033419,sp|Q9Y2K7|KDM2A_HUMAN
TCONS_00033420,sp|Q86YJ7|AN13B_HUMAN
TCONS_00033423,sp|Q6ZTN6|AN13D_HUMAN
TCONS_00033450,sp|Q9ULZ2|STAP1_HUMAN
TCONS_00033453,sp|Q02548|PAX5_HUMAN
TCONS_00033424,sp|Q8N3Z6|ZCHC7_HUMAN
TCONS_00033425,sp|Q8N3Z6|ZCHC7_HUMAN
TCONS_00033427,sp|Q9H0F5|RNF38_HUMAN
TCONS_00033429,sp|Q9H0F5|RNF38_HUMAN
TCONS_00033430,sp|Q9H0F5|RNF38_HUMAN
TCONS_00033431,sp|P17787|ACHB2_HUMAN
TCONS_00033432,sp|P17787|ACHB2_HUMAN
TCONS_00033433,sp|Q15825|ACHA6_HUMAN
TCONS_00033435,sp|Q05901|ACHB3_HUMAN
TCONS_00033436,sp|Q05901|ACHB3_HUMAN
TCONS_00033437,sp|P36544|ACHA7_HUMAN
TCONS_00033438,sp|P62487|RPB7_HUMAN
TCONS_00033439,sp|P62487|RPB7_HUMAN
TCONS_00033441,sp|P26641|EF1G_HUMAN
TCONS_00033444,sp|Q09666|AHNK_HUMAN
TCONS_00033449,sp|Q9C0H6|KLHL4_HUMAN
TCONS_00033463,sp|P50876|R144A_HUMAN
TCONS_00033465,sp|Q8WXG1|RSAD2_HUMAN
TCONS_00033460,sp|Q8WXG1|RSAD2_HUMAN
TCONS_00033461,sp|Q5EBM0|CMPK2_HUMAN
TCONS_00033466,sp|P35716|SOX11_HUMAN
TCONS_00033537,sp|P08913|ADA2A_HUMAN
TCONS_00033473,sp|Q8NDZ2|SIMC1_HUMAN
TCONS_00033475,sp|Q8NDZ2|SIMC1_HUMAN
TCONS_00033476,sp|Q8NDZ2|SIMC1_HUMAN
TCONS_00033478,sp|Q9ULM6|CNOT6_HUMAN
TCONS_00033479,sp|Q9ULM6|CNOT6_HUMAN
TCONS_00033486,sp|Q9ULM6|CNOT6_HUMAN
TCONS_00033490,sp|O95450|ATS2_HUMAN
TCONS_00033492,sp|O95450|ATS2_HUMAN
TCONS_00033493,sp|O95450|ATS2_HUMAN
TCONS_00033494,sp|O95450|ATS2_HUMAN
TCONS_00033495,sp|O95450|ATS2_HUMAN
TCONS_00033500,sp|P80162|CXCL6_HUMAN
TCONS_00033503,sp|Q96A73|P33MX_HUMAN
TCONS_00033504,sp|Q96A73|P33MX_HUMAN
TCONS_00033506,sp|O94808|GFPT2_HUMAN
TCONS_00033507,sp|O94808|GFPT2_HUMAN
TCONS_00033508,sp|P45984|MK09_HUMAN
TCONS_00033511,sp|P45984|MK09_HUMAN
TCONS_00033538,sp|Q8N264|RHG24_HUMAN
TCONS_00033518,sp|Q8N431|RGF1C_HUMAN
TCONS_00033540,sp|Q9H061|T126A_HUMAN
TCONS_00033523,sp|P49760|CLK2_HUMAN
TCONS_00033524,sp|P49760|CLK2_HUMAN
TCONS_00033525,sp|P49760|CLK2_HUMAN
TCONS_00033526,sp|Q9HAZ1|CLK4_HUMAN
TCONS_00033527,sp|Q9HAZ1|CLK4_HUMAN
TCONS_00033528,sp|Q9HAZ1|CLK4_HUMAN
TCONS_00033529,sp|Q9HAZ1|CLK4_HUMAN
TCONS_00033530,sp|P49759|CLK1_HUMAN
TCONS_00033531,sp|P49760|CLK2_HUMAN
TCONS_00033533,sp|P49760|CLK2_HUMAN
TCONS_00033534,sp|Q9HAZ1|CLK4_HUMAN
TCONS_00033544,sp|Q96JF0|SIAT2_HUMAN
TCONS_00033555,sp|Q9H1Y3|OPN3_HUMAN
TCONS_00033549,sp|Q8NBZ7|UXS1_HUMAN
TCONS_00033550,sp|Q8NBZ7|UXS1_HUMAN
TCONS_00033551,sp|Q8NBZ7|UXS1_HUMAN
TCONS_00033556,sp|Q9H1Z8|AUGN_HUMAN
TCONS_00033557,sp|O43639|NCK2_HUMAN
TCONS_00033552,sp|Q14192|FHL2_HUMAN
TCONS_00033553,sp|Q14192|FHL2_HUMAN
TCONS_00033559,sp|Q9BVC5|ASHWN_HUMAN
TCONS_00033560,sp|Q9BVC5|ASHWN_HUMAN
TCONS_00033561,sp|Q9Y5Y3|GPR45_HUMAN
TCONS_00033562,sp|P20264|PO3F3_HUMAN
